0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
-0.000177,0.000000
-0.001049,-0.000000
-0.002277,-0.000004
-0.003505,-0.000011
-0.004785,-0.000022
-0.006245,-0.000037
-0.007729,-0.000054
-0.009216,-0.000074
-0.010701,-0.000096
-0.012185,-0.000121
-0.013543,-0.000145
-0.014848,-0.000169
-0.016153,-0.000194
-0.017458,-0.000221
-0.018763,-0.000248
-0.020120,-0.000277
-0.021450,-0.000305
-0.022578,-0.000328
-0.023651,-0.000348
-0.024755,-0.000365
-0.025909,-0.000378
-0.027032,-0.000387
-0.028158,-0.000391
-0.029286,-0.000391
-0.030285,-0.000386
-0.031284,-0.000377
-0.032283,-0.000363
-0.033306,-0.000344
-0.034457,-0.000317
-0.035814,-0.000277
-0.037223,-0.000226
-0.038706,-0.000163
-0.040368,-0.000079
-0.042233,0.000030
-0.044174,0.000161
-0.046219,0.000318
-0.048259,0.000493
-0.050322,0.000690
-0.052385,0.000907
-0.054447,0.001142
-0.056556,0.001404
-0.058662,0.001686
-0.060765,0.001987
-0.062740,0.002289
-0.064710,0.002608
-0.066554,0.002923
-0.068116,0.003201
-0.069324,0.003422
-0.070257,0.003598
-0.071135,0.003767
-0.072015,0.003940
-0.072894,0.004116
-0.073773,0.004296
-0.074575,0.004463
-0.075374,0.004633
-0.076676,0.004918
-0.078549,0.005345
-0.080417,0.005788
-0.082282,0.006247
-0.084018,0.006689
-0.085752,0.007146
-0.087480,0.007616
-0.089133,0.008080
-0.090682,0.008526
-0.092058,0.008931
-0.093356,0.009321
-0.094607,0.009703
-0.095854,0.010089
-0.097149,0.010495
-0.098443,0.010905
-0.099880,0.011368
-0.101414,0.011870
-0.103017,0.012402
-0.104741,0.012982
-0.106460,0.013567
-0.108205,0.014169
-0.110114,0.014838
-0.112405,0.015650
-0.114817,0.016512
-0.117272,0.017398
-0.119728,0.018292
-0.122179,0.019191
-0.124629,0.020098
-0.127078,0.021012
-0.129518,0.021931
-0.131961,0.022859
-0.134399,0.023792
-0.136718,0.024689
-0.138957,0.025564
-0.141054,0.026391
-0.143077,0.027196
-0.145025,0.027981
-0.146970,0.028772
-0.148793,0.029520
-0.150545,0.030243
-0.152223,0.030937
-0.154068,0.031705
-0.156147,0.032577
-0.158362,0.033516
-0.160574,0.034463
-0.162808,0.035429
-0.165082,0.036422
-0.167357,0.037424
-0.169766,0.038492
-0.172175,0.039568
-0.174578,0.040650
-0.176983,0.041740
-0.179383,0.042835
-0.181778,0.043935
-0.184287,0.045098
-0.186909,0.046324
-0.189550,0.047569
-0.192184,0.048822
-0.194817,0.050084
-0.197445,0.051354
-0.200070,0.052633
-0.202732,0.053941
-0.205396,0.055259
-0.208053,0.056584
-0.210709,0.057918
-0.213356,0.059257
-0.216004,0.060607
-0.218645,0.061964
-0.221328,0.063353
-0.224007,0.064751
-0.226704,0.066169
-0.229396,0.067595
-0.232086,0.069030
-0.234769,0.070473
-0.237448,0.071925
-0.240122,0.073384
-0.242791,0.074852
-0.245456,0.076328
-0.248119,0.077814
-0.250775,0.079307
-0.253423,0.080806
-0.256072,0.082317
-0.258538,0.083731
-0.260847,0.085058
-0.263196,0.086413
-0.265658,0.087834
-0.268140,0.089269
-0.270953,0.090903
-0.273940,0.092646
-0.277055,0.094469
-0.280300,0.096371
-0.283546,0.098276
-0.286683,0.100116
-0.289799,0.101944
-0.292912,0.103770
-0.296026,0.105596
-0.299140,0.107421
-0.302257,0.109247
-0.305371,0.111072
-0.308485,0.112896
-0.311600,0.114720
-0.314717,0.116545
-0.317790,0.118342
-0.320861,0.120137
-0.323935,0.121932
-0.326875,0.123650
-0.329816,0.125368
-0.332755,0.127086
-0.335806,0.128867
-0.338927,0.130686
-0.342047,0.132501
-0.345168,0.134313
-0.348293,0.136124
-0.351418,0.137931
-0.354544,0.139736
-0.357582,0.141489
-0.360577,0.143216
-0.363570,0.144942
-0.366565,0.146669
-0.369561,0.148395
-0.372509,0.150095
-0.375372,0.151747
-0.378227,0.153403
-0.381170,0.155122
-0.384105,0.156848
-0.387035,0.158583
-0.389957,0.160327
-0.392791,0.162028
-0.395619,0.163735
-0.398421,0.165437
-0.401219,0.167146
-0.404008,0.168859
-0.406797,0.170582
-0.409581,0.172312
-0.412362,0.174049
-0.415135,0.175791
-0.418038,0.177623
-0.420936,0.179459
-0.423832,0.181301
-0.426723,0.183147
-0.429571,0.184969
-0.432373,0.186760
-0.435137,0.188523
-0.437902,0.190283
-0.440670,0.192040
-0.443436,0.193794
-0.446207,0.195546
-0.448979,0.197296
-0.451751,0.199042
-0.454526,0.200787
-0.457303,0.202529
-0.460079,0.204267
-0.462860,0.206004
-0.465642,0.207739
-0.468425,0.209470
-0.471208,0.211198
-0.473883,0.212858
-0.476562,0.214519
-0.479345,0.216246
-0.482131,0.217974
-0.484913,0.219702
-0.487698,0.221432
-0.490482,0.223163
-0.493264,0.224893
-0.496024,0.226610
-0.498805,0.228345
