181
0 0
0.0523492 -0.000913759
0.104635 -0.00365392
0.156793 -0.00821716
0.20876 -0.0145979
0.260472 -0.0227884
0.311868 -0.0327786
0.362883 -0.0445564
0.413456 -0.0581075
0.463525 -0.0734152
0.51303 -0.0904611
0.56191 -0.109224
0.610105 -0.129682
0.657557 -0.151809
0.704207 -0.175579
0.75 -0.200962
0.794879 -0.227928
0.838789 -0.256444
0.881678 -0.286475
0.923492 -0.317984
0.964181 -0.350933
1.0037 -0.385283
1.04199 -0.42099
1.07901 -0.458012
1.11472 -0.496304
1.14907 -0.535819
1.18202 -0.576508
1.21353 -0.618322
1.24356 -0.661211
1.27207 -0.705121
1.29904 -0.75
1.32442 -0.795793
1.34819 -0.842443
1.37032 -0.889895
1.39078 -0.93809
1.40954 -0.98697
1.42658 -1.03647
1.44189 -1.08654
1.45544 -1.13712
1.46722 -1.18813
1.47721 -1.23953
1.4854 -1.29124
1.49178 -1.34321
1.49635 -1.39537
1.49909 -1.44765
1.5 -1.5
1.49909 -1.55235
1.49635 -1.60463
1.49178 -1.65679
1.4854 -1.70876
1.47721 -1.76047
1.46722 -1.81187
1.45544 -1.86288
1.44189 -1.91346
1.42658 -1.96353
1.40954 -2.01303
1.39078 -2.06191
1.37032 -2.1101
1.34819 -2.15756
1.32442 -2.20421
1.29904 -2.25
1.27207 -2.29488
1.24356 -2.33879
1.21353 -2.38168
1.18202 -2.42349
1.14907 -2.46418
1.11472 -2.5037
1.07901 -2.54199
1.04199 -2.57901
1.0037 -2.61472
0.964181 -2.64907
0.923492 -2.68202
0.881678 -2.71353
0.838789 -2.74356
0.794879 -2.77207
0.75 -2.79904
0.704207 -2.82442
0.657557 -2.84819
0.610105 -2.87032
0.56191 -2.89078
0.51303 -2.90954
0.463525 -2.92658
0.413456 -2.94189
0.362883 -2.95544
0.311868 -2.96722
0.260472 -2.97721
0.20876 -2.9854
0.156793 -2.99178
0.104635 -2.99635
0.0523492 -2.99909
1.83697e-16 -3
-0.0523492 -2.99909
-0.104635 -2.99635
-0.156793 -2.99178
-0.20876 -2.9854
-0.260472 -2.97721
-0.311868 -2.96722
-0.362883 -2.95544
-0.413456 -2.94189
-0.463525 -2.92658
-0.51303 -2.90954
-0.56191 -2.89078
-0.610105 -2.87032
-0.657557 -2.84819
-0.704207 -2.82442
-0.75 -2.79904
-0.794879 -2.77207
-0.838789 -2.74356
-0.881678 -2.71353
-0.923492 -2.68202
-0.964181 -2.64907
-1.0037 -2.61472
-1.04199 -2.57901
-1.07901 -2.54199
-1.11472 -2.5037
-1.14907 -2.46418
-1.18202 -2.42349
-1.21353 -2.38168
-1.24356 -2.33879
-1.27207 -2.29488
-1.29904 -2.25
-1.32442 -2.20421
-1.34819 -2.15756
-1.37032 -2.1101
-1.39078 -2.06191
-1.40954 -2.01303
-1.42658 -1.96353
-1.44189 -1.91346
-1.45544 -1.86288
-1.46722 -1.81187
-1.47721 -1.76047
-1.4854 -1.70876
-1.49178 -1.65679
-1.49635 -1.60463
-1.49909 -1.55235
-1.5 -1.5
-1.49909 -1.44765
-1.49635 -1.39537
-1.49178 -1.34321
-1.4854 -1.29124
-1.47721 -1.23953
-1.46722 -1.18813
-1.45544 -1.13712
-1.44189 -1.08654
-1.42658 -1.03647
-1.40954 -0.98697
-1.39078 -0.93809
-1.37032 -0.889895
-1.34819 -0.842443
-1.32442 -0.795793
-1.29904 -0.75
-1.27207 -0.705121
-1.24356 -0.661211
-1.21353 -0.618322
-1.18202 -0.576508
-1.14907 -0.535819
-1.11472 -0.496304
-1.07901 -0.458012
-1.04199 -0.42099
-1.0037 -0.385283
-0.964181 -0.350933
-0.923492 -0.317984
-0.881678 -0.286475
-0.838789 -0.256444
-0.794879 -0.227928
-0.75 -0.200962
-0.704207 -0.175579
-0.657557 -0.151809
-0.610105 -0.129682
-0.56191 -0.109224
-0.51303 -0.0904611
-0.463525 -0.0734152
-0.413456 -0.0581075
-0.362883 -0.0445564
-0.311868 -0.0327786
-0.260472 -0.0227884
-0.20876 -0.0145979
-0.156793 -0.00821716
-0.104635 -0.00365392
-0.0523492 -0.000913759
-3.67394e-16 0
