173
-0.081668 -0.014389
-0.036654 -0.013958
-0.016612 -0.011180
0.050756 0.006348
0.114914 0.022924
0.200154 0.059246
0.295832 0.108954
0.341478 0.139307
0.380253 0.167229
0.426635 0.205557
0.501480 0.278012
0.570305 0.350245
0.615046 0.406452
0.648364 0.454640
0.678870 0.510524
0.715179 0.591916
0.754171 0.692009
0.786667 0.794434
0.815379 0.899839
0.833076 0.992737
0.841642 1.070008
0.844459 1.141318
0.838411 1.208576
0.828431 1.265368
0.814470 1.318220
0.799779 1.361909
0.780551 1.405493
0.756632 1.448198
0.728910 1.484287
0.701484 1.517117
0.667614 1.555355
0.628652 1.591908
0.583577 1.627319
0.524908 1.664385
0.468702 1.698082
0.412975 1.725358
0.360999 1.748968
0.256489 1.783606
0.148219 1.811801
0.038029 1.836278
-0.069115 1.852204
-0.194355 1.858659
-0.313326 1.857610
-0.402128 1.848561
-0.473117 1.835637
-0.595851 1.802939
-0.709124 1.770970
-0.823283 1.733145
-0.933691 1.693130
-1.012851 1.653353
-1.088934 1.614842
-1.155929 1.571694
-1.215430 1.527319
-1.267683 1.483359
-1.304390 1.440004
-1.339722 1.391832
-1.370412 1.341518
-1.395184 1.289416
-1.414219 1.234827
-1.433347 1.178637
-1.444076 1.126466
-1.453919 1.071343
-1.459115 1.000620
-1.461263 0.926029
-1.456014 0.854570
-1.442947 0.783733
-1.422127 0.713378
-1.399157 0.646736
-1.367307 0.577554
-1.333744 0.513938
-1.294437 0.456685
-1.250597 0.395891
-1.200599 0.347123
-1.147033 0.295865
-1.084965 0.246802
-1.021020 0.203726
-0.958944 0.168580
-0.888060 0.135826
-0.814714 0.107679
-0.742195 0.087472
-0.666021 0.072078
-0.591668 0.058416
-0.484620 0.058882
-0.343559 0.061967
-0.204567 0.069910
-0.056973 0.078331
0.081448 0.078872
0.214817 0.075103
0.305136 0.063543
0.376271 0.049857
0.439213 0.033193
0.495211 0.011413
0.552805 -0.018939
0.615343 -0.057565
0.670117 -0.094194
0.714340 -0.131105
0.756545 -0.167718
0.792843 -0.212252
0.826207 -0.258994
0.856454 -0.304194
0.883600 -0.353420
0.903001 -0.405633
0.921894 -0.460215
0.931601 -0.512107
0.937706 -0.563083
0.942382 -0.609127
0.942024 -0.658380
0.934653 -0.712106
0.926322 -0.759175
0.912435 -0.803139
0.897275 -0.847382
0.881046 -0.891166
0.859768 -0.933780
0.828386 -0.981962
0.791017 -1.029827
0.741018 -1.080993
0.691049 -1.130180
0.633624 -1.174477
0.570663 -1.215919
0.477062 -1.266634
0.378491 -1.314650
0.283135 -1.363165
0.176282 -1.405909
0.064444 -1.442295
-0.050172 -1.474751
-0.172302 -1.507379
-0.290563 -1.541022
-0.388672 -1.565310
-0.463531 -1.578528
-0.553387 -1.589093
-0.647903 -1.591834
-0.728064 -1.584831
-0.793130 -1.573108
-0.858797 -1.556772
-0.921569 -1.534967
-0.980050 -1.510505
-1.031710 -1.482568
-1.072598 -1.455532
-1.108073 -1.427782
-1.145317 -1.393980
-1.199520 -1.335604
-1.239078 -1.285226
-1.273842 -1.236104
-1.305021 -1.187287
-1.329985 -1.136005
-1.348141 -1.082434
-1.365215 -1.011524
-1.384434 -0.930390
-1.396148 -0.851562
-1.402164 -0.772136
-1.399435 -0.700565
-1.391710 -0.641233
-1.384207 -0.595397
-1.370718 -0.548570
-1.354261 -0.504649
-1.333811 -0.461877
-1.310597 -0.417320
-1.282954 -0.374712
-1.247504 -0.329530
-1.204256 -0.283901
-1.150034 -0.233976
-1.080386 -0.179031
-0.990634 -0.121112
-0.900550 -0.070338
-0.866035 -0.055748
-0.832242 -0.040790
-0.795628 -0.030235
-0.743663 -0.021515
-0.647847 -0.009724
-0.514568 -0.000987
-0.382684 0.008291
-0.251455 0.013315
-0.121938 0.022469
