1629143780.577347,-1.954154,2.196200,0.860824
1629143825.987068,-1.881709,2.293874,0.939884
1629143826.806032,-1.807818,2.396558,0.990180
1629143827.625293,-1.736930,2.500124,0.952495
1629143828.464573,-1.651893,2.604963,0.938902
1629143829.285964,-1.575831,2.707010,0.953492
1629143830.106749,-1.503826,2.810843,0.956445
1629143830.948065,-1.426115,2.914380,0.911168
1629143831.809800,-1.333577,3.014217,0.892043
1629143832.670190,-1.250492,3.117106,0.940825
1629143833.489593,-1.174038,3.219380,0.953612
1629143834.309785,-1.092207,3.320792,0.927146
1629143835.150388,-1.020515,3.423911,0.943244
1629143835.911067,-0.954259,3.517112,0.864853
1629143836.591210,-0.880488,3.594705,0.783719
1629143837.451720,-0.778447,3.684018,0.702023
1629143838.272273,-0.678198,3.761949,0.630330
1629143838.572363,-0.623368,3.787960,0.545470
1629143838.892445,-0.581299,3.815799,0.466669
1629143839.172441,-0.543867,3.836768,0.383471
1629143839.392650,-0.510073,3.848077,0.302495
1629143839.632583,-0.477023,3.854304,0.222428
1629143839.892597,-0.433749,3.861424,0.142202
1629143840.213577,-0.380131,3.863867,0.059040
1629143840.494177,-0.330087,3.862835,-0.019223
1629143840.774406,-0.292842,3.858168,-0.103817
1629143841.055569,-0.243843,3.845105,-0.185987
1629143841.336397,-0.199870,3.833484,-0.265953
1629143841.597572,-0.161907,3.820724,-0.351525
1629143841.878593,-0.123463,3.803786,-0.435204
1629143842.199791,-0.078185,3.784693,-0.514215
1629143842.621752,-0.026387,3.751271,-0.591338
1629143842.982771,0.016229,3.719268,-0.675639
1629143843.223972,0.045853,3.696321,-0.756616
1629143843.464086,0.071037,3.668449,-0.843266
1629143843.624645,0.083539,3.653185,-0.935223
1629143843.744244,0.090558,3.637358,-1.013524
1629143843.884444,0.103669,3.618755,-1.115035
1629143844.004386,0.105686,3.602571,-1.193848
1629143844.705208,0.139882,3.502867,-1.235904
1629143845.365987,0.163365,3.403363,-1.289213
1629143846.026525,0.191097,3.303653,-1.339685
1629143846.707410,0.204724,3.203574,-1.368649
1629143847.368310,0.226705,3.100919,-1.377116
1629143848.028376,0.241543,3.002207,-1.370528
1629143848.687582,0.268485,2.902228,-1.345662
1629143849.307587,0.290845,2.811476,-1.427308
1629143849.428020,0.301717,2.789298,-1.508709
1629143849.547215,0.295898,2.772131,-1.597940
1629143849.667243,0.291164,2.756494,-1.687772
1629143849.787163,0.287291,2.740873,-1.776344
1629143849.907193,0.283196,2.723563,-1.861833
1629143850.027634,0.277145,2.706561,-1.947402
1629143850.167506,0.269921,2.689733,-2.037567
1629143850.308038,0.255662,2.670610,-2.137866
1629143850.428015,0.244562,2.655251,-2.228398
1629143850.547773,0.228535,2.641645,-2.315146
1629143850.687882,0.211768,2.625029,-2.400728
1629143850.847978,0.201915,2.610668,-2.481709
1629143851.028246,0.181724,2.593946,-2.561249
1629143851.288179,0.143540,2.571919,-2.640820
1629143851.668921,0.082131,2.545834,-2.729932
1629143852.230708,0.005184,2.515907,-2.808143
1629143852.911352,-0.098702,2.484217,-2.856944
1629143853.571286,-0.206955,2.453602,-2.897605
1629143854.211170,-0.300782,2.433648,-2.978829
1629143854.871652,-0.409794,2.418312,-3.018128
1629143855.512603,-0.514259,2.403060,-2.976797
1629143856.193381,-0.614303,2.384744,-2.988069
1629143856.434039,-0.651350,2.379485,-2.908409
1629143856.574268,-0.673264,2.374177,-2.824105
1629143856.694618,-0.681717,2.367205,-2.738692
1629143856.814463,-0.708770,2.355335,-2.643850
1629143856.934684,-0.731524,2.344152,-2.553370
1629143857.055027,-0.741089,2.332944,-2.469219
1629143857.175255,-0.758852,2.320611,-2.383526
1629143857.295547,-0.776790,2.305896,-2.299228
1629143857.416270,-0.794259,2.293407,-2.215187
1629143857.536194,-0.806798,2.276714,-2.132003
1629143857.656394,-0.813672,2.261338,-2.045822
1629143857.776505,-0.813528,2.243349,-1.958832
1629143857.896837,-0.820378,2.222427,-1.868561
1629143858.017312,-0.822955,2.205580,-1.784749
1629143858.156598,-0.831390,2.186542,-1.694537
1629143858.296810,-0.832536,2.164077,-1.608329
1629143858.536625,-0.838131,2.129710,-1.526083
1629143859.197155,-0.837777,2.021317,-1.602722
1629143859.537404,-0.845050,1.971291,-1.684972
1629143859.757519,-0.851504,1.936488,-1.764778
1629143859.957932,-0.861320,1.904417,-1.849990
1629143860.137923,-0.876041,1.876629,-1.936973
1629143860.318219,-0.891365,1.850516,-2.018967
1629143860.518184,-0.908418,1.825075,-2.108062
1629143860.738446,-0.928561,1.797976,-2.191299
1629143861.018740,-0.952793,1.766012,-2.273843
1629143861.319015,-0.986949,1.730473,-2.355535
1629143861.619097,-1.012779,1.700011,-2.440471
1629143861.879638,-1.043024,1.676851,-2.521805
1629143862.139483,-1.080450,1.653525,-2.608689
1629143862.480381,-1.128770,1.629693,-2.690847
1629143863.000344,-1.204834,1.597622,-2.770370
1629143863.659709,-1.301698,1.562680,-2.819511
1629143864.079875,-1.364052,1.545115,-2.902602
1629143864.499843,-1.425806,1.532092,-2.980745
1629143865.119751,-1.514856,1.519220,-3.060502
1629143865.779585,-1.617462,1.514449,-3.123144
1629143866.440476,-1.718564,1.512616,-3.112345
1629143867.080681,-1.818621,1.507483,-3.069913
1629143867.720736,-1.912140,1.496453,3.132543
1629143867.840962,-1.928527,1.498189,3.052490
1629143867.980191,-1.951000,1.502395,2.960554
1629143868.100227,-1.971409,1.506480,2.874291
1629143868.220024,-1.988777,1.512713,2.793492
1629143868.339650,-2.001998,1.520957,2.712059
1629143868.459754,-2.018505,1.529041,2.627260
1629143868.579852,-2.035549,1.537738,2.541885
1629143868.699579,-2.054487,1.547256,2.457061
