1629144319.987996,-1.888984,2.212110,0.972744
1629144398.964106,-1.829026,2.293150,0.893558
1629144399.685400,-1.757913,2.376436,0.831548
1629144400.386902,-1.684254,2.454909,0.824631
1629144401.109053,-1.610083,2.535418,0.833834
1629144401.810990,-1.537115,2.617583,0.850811
1629144402.532770,-1.466083,2.702255,0.871536
1629144403.254461,-1.393337,2.788463,0.866498
1629144403.957093,-1.320922,2.868208,0.842660
1629144404.658103,-1.246104,2.944691,0.798336
1629144405.359562,-1.171055,3.022555,0.839734
1629144406.000239,-1.109330,3.095643,0.920129
1629144406.741424,-1.044289,3.191958,0.961060
1629144407.481487,-0.978661,3.282561,0.898021
1629144408.202023,-0.909502,3.368653,0.862324
1629144408.922524,-0.838689,3.450496,0.850053
1629144409.622461,-0.766595,3.528684,0.777168
1629144410.282814,-0.690989,3.596385,0.696157
1629144410.923564,-0.613541,3.654944,0.612446
1629144411.603448,-0.525102,3.710459,0.554109
1629144412.103642,-0.460961,3.747292,0.474061
1629144412.363935,-0.423786,3.764222,0.389935
1629144412.603687,-0.384964,3.777724,0.309271
1629144412.823705,-0.349953,3.784991,0.221930
1629144413.043746,-0.320499,3.792421,0.136543
1629144413.283679,-0.287550,3.795092,0.057517
1629144413.543986,-0.247223,3.794151,-0.025674
1629144413.803893,-0.208459,3.790736,-0.111648
1629144414.143981,-0.156878,3.783034,-0.196582
1629144414.443751,-0.112248,3.770484,-0.277499
1629144414.723748,-0.068254,3.758190,-0.356362
1629144415.003662,-0.028050,3.742099,-0.438492
1629144415.263519,0.008701,3.720371,-0.519699
1629144415.623733,0.057734,3.690276,-0.600962
1629144416.024266,0.109420,3.657036,-0.680551
1629144416.344415,0.144154,3.625605,-0.762280
1629144416.564726,0.168175,3.600727,-0.843185
1629144416.765041,0.189050,3.576351,-0.933501
1629144416.924922,0.202511,3.555681,-1.041372
1629144417.045065,0.211605,3.539336,-1.124884
1629144417.165536,0.214762,3.521798,-1.207065
1629144417.285373,0.215466,3.503810,-1.293397
1629144417.966232,0.238160,3.404654,-1.293109
1629144418.625399,0.269646,3.306323,-1.291065
1629144419.125162,0.290129,3.234829,-1.368139
1629144419.725638,0.305865,3.142271,-1.450662
1629144420.445927,0.316572,3.032219,-1.498676
1629144421.185749,0.328375,2.920620,-1.481948
1629144421.885484,0.342626,2.812726,-1.428301
1629144422.585360,0.362396,2.707911,-1.391099
1629144422.885113,0.370192,2.665091,-1.467763
1629144423.005083,0.374502,2.646954,-1.548562
1629144423.144732,0.375458,2.625083,-1.653493
1629144423.264728,0.373401,2.604312,-1.745199
1629144423.384703,0.369466,2.584287,-1.834745
1629144423.504876,0.364313,2.567399,-1.925168
1629144423.644926,0.358474,2.550215,-2.021198
1629144423.785073,0.351121,2.533190,-2.114307
1629144423.905212,0.339607,2.517177,-2.196747
1629144424.025648,0.328162,2.499800,-2.286014
1629144424.145691,0.315762,2.487406,-2.373527
1629144424.265951,0.298494,2.475769,-2.461023
1629144424.406612,0.278909,2.464085,-2.547221
1629144424.586487,0.257533,2.449347,-2.633846
1629144424.826788,0.225338,2.433134,-2.715365
1629144425.107263,0.183327,2.416328,-2.795302
1629144425.507736,0.121796,2.397595,-2.878109
1629144426.208569,0.020862,2.374012,-2.956186
1629144426.908323,-0.083192,2.354835,-3.001145
1629144427.608373,-0.193536,2.340745,-3.022276
1629144428.289747,-0.296665,2.330782,-3.105163
1629144429.051209,-0.412940,2.329924,3.131388
1629144429.812155,-0.529427,2.329287,-3.114422
1629144430.152434,-0.581472,2.327861,3.084041
1629144430.292478,-0.602023,2.328103,3.003262
1629144430.412615,-0.620774,2.333711,2.914948
1629144430.532706,-0.643339,2.338914,2.826330
1629144430.833306,-0.685422,2.354390,2.899900
1629144430.973938,-0.704301,2.357529,2.994824
1629144431.073773,-0.719806,2.359293,3.073020
1629144431.193843,-0.740602,2.359895,-3.122786
1629144431.313910,-0.757533,2.358673,-3.041457
1629144431.434127,-0.776376,2.356633,-2.955541
1629144431.554210,-0.794200,2.352877,-2.868805
1629144431.674160,-0.811746,2.345681,-2.781779
1629144431.794287,-0.824586,2.336519,-2.697792
1629144431.914376,-0.839170,2.328134,-2.617087
1629144432.034668,-0.853430,2.317790,-2.530783
1629144432.154745,-0.868254,2.304697,-2.443693
1629144432.274900,-0.883574,2.291307,-2.358090
1629144432.394983,-0.893785,2.279823,-2.276934
1629144432.515136,-0.905024,2.263927,-2.198340
1629144432.635230,-0.913945,2.247166,-2.113387
1629144432.755503,-0.923782,2.231090,-2.033305
1629144432.875700,-0.934638,2.215118,-1.953043
1629144432.996037,-0.943019,2.196443,-1.871879
1629144433.136271,-0.947773,2.174471,-1.783899
1629144433.296266,-0.951163,2.149749,-1.699688
1629144433.476432,-0.953141,2.123008,-1.613073
1629144434.256349,-0.954968,2.002511,-1.657603
1629144434.516538,-0.960639,1.964563,-1.741355
1629144434.676673,-0.965202,1.940453,-1.835533
1629144434.816708,-0.971772,1.915319,-1.930459
1629144434.956750,-0.982750,1.895701,-2.018554
1629144435.136906,-0.998369,1.869220,-2.116999
1629144435.337153,-1.016842,1.847084,-2.203000
1629144435.537112,-1.035794,1.825513,-2.288869
1629144435.737213,-1.058847,1.803878,-2.386815
1629144435.917002,-1.082831,1.786194,-2.476339
1629144436.117056,-1.111620,1.768076,-2.565241
1629144436.377638,-1.145499,1.747140,-2.647847
1629144436.697245,-1.190539,1.724618,-2.727015
1629144437.137053,-1.253455,1.699859,-2.807522
1629144437.817060,-1.352905,1.668557,-2.868328
1629144438.337372,-1.427565,1.648658,-2.943914
1629144438.677424,-1.479038,1.639153,-3.021900
1629144439.097938,-1.542258,1.634988,-3.107197
1629144439.458387,-1.598061,1.635785,3.092941
1629144440.258374,-1.719742,1.650000,3.014558
1629144440.918601,-1.822222,1.660741,3.094567
1629144441.618025,-1.928308,1.661378,-3.105604
1629144441.997239,-1.984053,1.661091,3.088575
1629144442.117235,-2.004455,1.660608,3.003796
1629144442.237259,-2.023444,1.664387,2.920016
1629144442.357018,-2.042622,1.668543,2.837542
1629144442.477040,-2.061247,1.674863,2.748501
1629144442.597250,-2.079626,1.683075,2.660321
1629144442.717281,-2.096584,1.692826,2.576404
1629144442.837427,-2.110489,1.702409,2.488523
1629144442.957857,-2.125077,1.713908,2.404790
1629144443.077945,-2.137482,1.728850,2.319773
1629144443.218105,-2.151364,1.745387,2.220262
1629144443.338247,-2.161200,1.759538,2.140819
1629144443.458387,-2.171089,1.776048,2.061238
1629144443.578720,-2.178659,1.791227,1.975278
1629144443.698632,-2.187105,1.810866,1.887019
1629144443.818579,-2.192500,1.828468,1.806389
1629144443.938574,-2.193576,1.846829,1.725476
1629144444.078577,-2.195684,1.868674,1.638777
1629144444.218483,-2.195692,1.889140,1.552923
1629144444.358524,-2.194325,1.910551,1.471878
1629144444.518425,-2.191254,1.935600,1.385588
1629144444.678373,-2.185438,1.960547,1.301348
1629144444.858583,-2.175901,1.988213,1.216663
1629144445.058893,-2.164641,2.016736,1.136833
1629144445.319055,-2.148349,2.052131,1.055383
1629144445.599456,-2.126652,2.087683,0.973149
1629144445.859874,-2.101465,2.121205,0.893684
1629144446.220246,-2.065136,2.162845,0.812312
