900
0.0 0.0
-4.8738589210506333e-05 -0.013962520595923105
-0.00019495198139152237 -0.027924360678290544
-0.0004386330503090008 -0.041884839766713915
-0.0007797699192912955 -0.05584327744713776
-0.0012183459618084758 -0.06979899340500194
-0.0017543398022832335 -0.08375130745839925
-0.002387725317131828 -0.09769953959122651
-0.003118471636037956 -0.1116430099863276
-0.003946543143456882 -0.12558103905862675
-0.004871899480351605 -0.1395129474882506
-0.005894495546159506 -0.15343805625363727
-0.00701428150099126 -0.16735568666463096
-0.008231202768059331 -0.18126516039556032
-0.009545200036337631 -0.19516579951829893
-0.01095620926345342 -0.20905692653530691
-0.012464161678807262 -0.22293786441265095
-0.014068983786926115 -0.2368079366130019
-0.015770597371044248 -0.2506664671286085
-0.017568919496916635 -0.26451278051424487
-0.019463862516859276 -0.2783462019201309
-0.021455334074023336 -0.29216605712482324
-0.023543237106894432 -0.3059716725680761
-0.025727469854024188 -0.3197623753836697
-0.028007925858990035 -0.3335374934322045
-0.03038449397558396 -0.34729635533386066
-0.032857058373228165 -0.36103829050111996
-0.03542549854262256 -0.3747626291714492
-0.038089689301616936 -0.3884687024399439
-0.04084950080131189 -0.40215584229192936
-0.04370479853238862 -0.41582338163551863
-0.04665544333166416 -0.4294706543341264
-0.04970129138887347 -0.4430969952389346
-0.05284219425367942 -0.4567017402213115
-0.05607799884290743 -0.47028422620518
-0.059408547448007054 -0.4838437911993354
-0.06283367774273785 -0.4973797743297096
-0.06635322279108125 -0.5108915158715811
-0.06996701105537717 -0.5243783572817294
-0.07367486640468357 -0.5378396412305314
-0.07747660812336221 -0.5512747116339983
-0.08137205091988498 -0.5646829136857529
-0.08536100493586551 -0.5780635938889432
-0.08944327575531275 -0.5914161000880933
-0.09361866441410593 -0.6047397815008889
-0.09788696740969294 -0.6180339887498948
-0.10224797671100694 -0.6312980738942049
-0.10670147976860722 -0.6445313904610221
-0.11124725952503778 -0.6577332934771665
-0.11588509442540662 -0.67090313950051
-0.12061475842818314 -0.6840402866513374
-0.1254360210162171 -0.6971440946436304
-0.13034864720797112 -0.7102139248162741
-0.13535239756897566 -0.7232491401641846
-0.14044702822349708 -0.7362491053693558
-0.14563229086642515 -0.7492131868318241
-0.15090793277537373 -0.7621407527005482
-0.15627369682299896 -0.7750311729042059
-0.16172932148953123 -0.7878838191819022
-0.16727454087552074 -0.8006980651137898
-0.17290908471479827 -0.8134732861516003
-0.17863267838764574 -0.8262088596490835
-0.18444504293418262 -0.8389041648923542
-0.19034589506796085 -0.8515585831301453
-0.1963349471897724 -0.8641714976039646
-0.20241190740166592 -0.8767422935781548
-0.2085764795211742 -0.889270358369855
-0.21482836309574904 -0.9017550813788615
-0.22116725341740495 -0.9141958541173884
-0.22759284153757053 -0.9265920702397235
-0.23410481428214602 -0.9389431255717815
-0.24070285426676707 -0.9512484181405505
-0.24738663991227283 -0.9635073482034306
-0.2541558454603805 -0.9757193182774652
-0.261010140989562 -0.987883733168462
-0.2679491924311226 -0.9999999999999999
-0.27497266158548506 -1.0120675282423275
-0.28208020613867113 -1.024085729741143
-0.2892714796789868 -1.0360540187462604
-0.29654613171390465 -1.0479718119401582
-0.3039038076871481 -1.0598385284664098
-0.31134414899596985 -1.0716535899579933
-0.3188667930086313 -1.0834164205654795
-0.32647137308207674 -1.0951264469851005
-0.33415751857980114 -1.1067830984866882
-0.34192485488991675 -1.1183858069414938
-0.34977300344340967 -1.1299340068498758
-0.3577015817325919 -1.1414271353688632
-0.365710203329743 -1.1528646323395864
-0.37379847790594467 -1.1642459403145788
-0.3819660112501051 -1.1755705045849463
-0.3902124052881717 -1.186837773207403
-0.39853725810253304 -1.1980471970311717
-0.40694016395160726 -1.2091982297247494
-0.4154207132896186 -1.2202903278025352
-0.4239784927865562 -1.2313229506513166
-0.4326130853483203 -1.2422955605566206
-0.44132407013705155 -1.2532076227289208
-0.4501110225916407 -1.2640586053297016
-0.4589735144484217 -1.2748479794973795
-0.467911113762044 -1.2855752193730785
-0.4769233849265264 -1.2962398021262618
-0.4860098886964872 -1.3068412079802108
-0.495170182208551 -1.3173789202373607
-0.5044038190029363 -1.3278524253044832
-0.5137103490452115 -1.3382612127177165
-0.5230893187482324 -1.3486047751674468
-0.5325402709942471 -1.358882608523033
-0.5420627451571769 -1.3690942118573772
-0.5516562771250648 -1.3792390874713394
-0.5613203993226978 -1.3893167409179947
-0.5710546407343933 -1.3993266810267309
-0.5808585269269582 -1.4092684199271892
-0.5907315800728106 -1.4191414730730418
-0.6006733189732689 -1.4289453592656065
-0.6106832590820055 -1.4386796006773022
-0.6207609125286604 -1.448343722874935
-0.6309057881426228 -1.457937254842823
-0.6411173914769668 -1.4674597290057527
-0.6513952248325532 -1.4769106812517676
-0.6617387872822835 -1.4862896509547883
-0.6721475746955168 -1.495596180997064
-0.6826210797626389 -1.5048298177914488
-0.693158792019789 -1.5139901113035128
-0.7037601978737382 -1.5230766150734734
-0.714424780626921 -1.5320888862379558
-0.7251520205026205 -1.5410264855515785
-0.7359413946702982 -1.5498889774083593
-0.7467923772710789 -1.5586759298629482
-0.7577044394433792 -1.5673869146516795
-0.7686770493486834 -1.5760215072134438
-0.7797096721974648 -1.5845792867103814
-0.7908017702752503 -1.5930598360483925
-0.8019528029688283 -1.601462741897467
-0.8131622267925971 -1.609787594711828
-0.8244294954150537 -1.618033988749895
-0.8357540596854212 -1.6262015220940553
-0.8471353676604134 -1.634289796670257
-0.8585728646311366 -1.642298418267408
-0.870065993150124 -1.6502269965565903
-0.8816141930585062 -1.6580751451100832
-0.8932169015133118 -1.6658424814201989
-0.9048735530148995 -1.6735286269179235
-0.9165835794345203 -1.6811332069913685
