67
-10.655667 -1.703590
-10.643883 -1.806357
-10.636836 -1.910357
-10.639412 -2.009357
-10.641349 -2.109828
-10.642050 -2.213396
-10.642301 -2.312673
-10.646131 -2.414531
-10.646791 -2.516781
-10.650198 -2.617805
-10.646794 -2.718947
-10.641601 -2.818465
-10.638228 -2.921198
-10.631647 -3.025799
-10.622257 -3.125238
-10.603888 -3.216301
-10.573275 -3.318568
-10.541593 -3.417784
-10.501976 -3.518569
-10.452417 -3.616069
-10.396714 -3.705003
-10.324167 -3.802579
-10.243936 -3.900811
-10.168398 -3.998716
-10.095280 -4.096274
-10.016244 -4.193887
-9.937699 -4.289012
-9.876485 -4.370745
-9.813701 -4.471761
-9.751521 -4.570896
-9.686572 -4.670707
-9.629474 -4.765635
-9.580450 -4.865116
-9.535718 -4.962756
-9.492608 -5.064622
-9.450703 -5.161896
-9.414298 -5.262121
-9.387460 -5.360012
-9.373668 -5.430980
-9.368287 -5.494281
-9.368088 -5.557275
-9.377076 -5.620561
-9.389915 -5.710510
-9.406660 -5.784260
-9.425025 -5.836195
-9.448382 -5.890833
-9.473306 -5.939806
-9.510359 -5.986278
-9.548763 -6.032658
-9.588758 -6.074865
-9.626888 -6.111145
-9.665686 -6.143105
-9.703729 -6.167903
-9.740334 -6.188390
-9.775699 -6.201611
-9.816032 -6.218858
-9.856363 -6.231857
-9.908403 -6.238158
-9.996397 -6.245735
-10.096883 -6.249111
-10.197652 -6.252932
-10.294130 -6.263720
-10.393519 -6.270623
-10.489533 -6.269363
-10.590145 -6.273174
-10.694947 -6.283421
-10.793103 -6.286648
